Namespace(activ='tanh', auto_augment=False, batch_size=100, bias=False, checkpoint_freq=0, conv_mode='mb1', cutout=0, dataset=['cifar10'], epochs=200, filters=163, gamma=0.5, history=5, iter=30, learning_rate=0.1, min_lr=0.0001, model='resthrifty', momentum=0.9, n_mini_batch=1, n_params=40000, name='pool0_40K', nesterov=True, optimizer='sgd', out_mode='pool', patience=7, pool=[40], resume=None, seed=996675, test_batch_size=100, topk=None, weight_decay=0.0005)
Parameters : 39636
Filters : 163
*******
Epoch : 1, lr : 0.1, epoch_time : 5.988276298840841, train_loss : 2.219628095626831, train_acc(top1) : 16.945999145507812, test_loss : 2.284942202758789, test_acc(top1) : 16.979999542236328, 
Epoch : 21, lr : 0.1, epoch_time : 6.083960954348246, train_loss : 1.547469973564148, train_acc(top1) : 47.066001892089844, test_loss : 1.5146889785766602, test_acc(top1) : 44.63999938964844, 
Epoch : 22, lr : 0.1, epoch_time : 6.062557498613994, train_loss : 1.4796593189239502, train_acc(top1) : 48.358001708984375, test_loss : 2.0692836608886718, test_acc(top1) : 38.13999938964844, 
Epoch : 23, lr : 0.1, epoch_time : 6.072566815217336, train_loss : 1.2688624858856201, train_acc(top1) : 50.768001556396484, test_loss : 1.4643168968200684, test_acc(top1) : 47.77000045776367, 
Epoch : 24, lr : 0.1, epoch_time : 6.078569940725962, train_loss : 1.2593895196914673, train_acc(top1) : 51.198001861572266, test_loss : 1.353615786743164, test_acc(top1) : 52.7599983215332, 
Epoch : 25, lr : 0.1, epoch_time : 6.06879380941391, train_loss : 1.3735355138778687, train_acc(top1) : 52.928001403808594, test_loss : 1.3520428886413574, test_acc(top1) : 51.59000015258789, 
Epoch : 26, lr : 0.1, epoch_time : 6.049353849887848, train_loss : 1.3011680841445923, train_acc(top1) : 55.742000579833984, test_loss : 1.4017836166381836, test_acc(top1) : 50.0, 
Epoch : 27, lr : 0.1, epoch_time : 6.070390133062999, train_loss : 1.3090579509735107, train_acc(top1) : 57.29600143432617, test_loss : 1.3649997306823731, test_acc(top1) : 51.349998474121094, 
Epoch : 28, lr : 0.1, epoch_time : 6.075486389795939, train_loss : 1.1330543756484985, train_acc(top1) : 59.391998291015625, test_loss : 1.0487442642211915, test_acc(top1) : 62.459999084472656, 
Epoch : 29, lr : 0.1, epoch_time : 6.0606931924819945, train_loss : 1.051020860671997, train_acc(top1) : 61.38800048828125, test_loss : 1.149530242919922, test_acc(top1) : 60.43000030517578, 
Epoch : 30, lr : 0.1, epoch_time : 6.056033889452617, train_loss : 0.9453340172767639, train_acc(top1) : 62.37799835205078, test_loss : 1.3230560234069824, test_acc(top1) : 54.40999984741211, 
Epoch : 31, lr : 0.1, epoch_time : 6.073404677708944, train_loss : 0.9223008155822754, train_acc(top1) : 63.38600158691406, test_loss : 1.221913941192627, test_acc(top1) : 57.150001525878906, 
Epoch : 32, lr : 0.1, epoch_time : 6.077287920316061, train_loss : 0.9355025291442871, train_acc(top1) : 64.16999816894531, test_loss : 1.5991710014343261, test_acc(top1) : 47.650001525878906, 
Epoch : 33, lr : 0.1, epoch_time : 6.063424511750539, train_loss : 1.5008314847946167, train_acc(top1) : 64.83200073242188, test_loss : 1.4912965476989746, test_acc(top1) : 53.02000045776367, 
Epoch : 34, lr : 0.1, epoch_time : 6.068424387772878, train_loss : 0.9557414054870605, train_acc(top1) : 65.43599700927734, test_loss : 1.036429221343994, test_acc(top1) : 62.36000061035156, 
Epoch : 35, lr : 0.1, epoch_time : 6.068726416428884, train_loss : 1.0268558263778687, train_acc(top1) : 65.61000061035156, test_loss : 1.2566352714538573, test_acc(top1) : 56.70000076293945, 
Epoch : 36, lr : 0.1, epoch_time : 6.076566950480143, train_loss : 0.9644589424133301, train_acc(top1) : 66.36000061035156, test_loss : 1.3733030822753907, test_acc(top1) : 54.7400016784668, 
Epoch : 37, lr : 0.1, epoch_time : 6.071687964598338, train_loss : 1.0783052444458008, train_acc(top1) : 66.80999755859375, test_loss : 1.3555096282958985, test_acc(top1) : 53.84000015258789, 
Epoch : 38, lr : 0.1, epoch_time : 6.063413306077321, train_loss : 0.8387450575828552, train_acc(top1) : 66.69000244140625, test_loss : 1.993675798034668, test_acc(top1) : 43.25, 
Epoch : 39, lr : 0.1, epoch_time : 6.007655425866445, train_loss : 0.7306559085845947, train_acc(top1) : 67.3759994506836, test_loss : 1.2652442405700683, test_acc(top1) : 57.810001373291016, 
Epoch : 40, lr : 0.1, epoch_time : 6.015659948190053, train_loss : 1.037651538848877, train_acc(top1) : 67.72799682617188, test_loss : 1.074776318359375, test_acc(top1) : 62.0099983215332, 
Epoch : 41, lr : 0.1, epoch_time : 6.036627018451691, train_loss : 0.9152032732963562, train_acc(top1) : 67.88999938964844, test_loss : 1.2401253044128417, test_acc(top1) : 55.86000061035156, 
Epoch : 42, lr : 0.1, epoch_time : 6.0388513525327046, train_loss : 0.9140798449516296, train_acc(top1) : 67.98200225830078, test_loss : 1.005064102935791, test_acc(top1) : 64.29000091552734, 
Epoch : 43, lr : 0.1, epoch_time : 6.052101405461629, train_loss : 0.7421302795410156, train_acc(top1) : 68.46399688720703, test_loss : 0.9853200271606445, test_acc(top1) : 65.44000244140625, 
Epoch : 44, lr : 0.1, epoch_time : 6.03283660809199, train_loss : 0.8426973819732666, train_acc(top1) : 68.6259994506836, test_loss : 1.0850119834899903, test_acc(top1) : 62.72999954223633, 
Epoch : 45, lr : 0.1, epoch_time : 6.050399283568065, train_loss : 0.7564289569854736, train_acc(top1) : 68.55599975585938, test_loss : 1.5561282554626465, test_acc(top1) : 51.5099983215332, 
Epoch : 46, lr : 0.1, epoch_time : 6.0430012782414755, train_loss : 0.9205461740493774, train_acc(top1) : 68.93399810791016, test_loss : 1.284797499847412, test_acc(top1) : 58.380001068115234, 
Epoch : 47, lr : 0.1, epoch_time : 6.034061789512634, train_loss : 0.665252685546875, train_acc(top1) : 69.08599853515625, test_loss : 0.9270841529846191, test_acc(top1) : 67.2300033569336, 
Epoch : 48, lr : 0.1, epoch_time : 6.039643422762553, train_loss : 0.8600476980209351, train_acc(top1) : 69.22000122070312, test_loss : 0.9639366806030274, test_acc(top1) : 67.12999725341797, 
Epoch : 49, lr : 0.1, epoch_time : 6.0700604796409605, train_loss : 0.9738045334815979, train_acc(top1) : 69.44400024414062, test_loss : 1.0118641876220704, test_acc(top1) : 64.83000183105469, 
Epoch : 50, lr : 0.1, epoch_time : 6.08173291683197, train_loss : 0.7808756828308105, train_acc(top1) : 69.47799682617188, test_loss : 1.3670312141418457, test_acc(top1) : 53.2400016784668, 
Epoch : 51, lr : 0.1, epoch_time : 6.083775035540262, train_loss : 0.831859290599823, train_acc(top1) : 70.01799774169922, test_loss : 1.0127220581054688, test_acc(top1) : 64.38999938964844, 
Epoch : 52, lr : 0.1, epoch_time : 6.06617910861969, train_loss : 0.8158528208732605, train_acc(top1) : 70.4000015258789, test_loss : 1.3452418518066407, test_acc(top1) : 53.79999923706055, 
Epoch : 53, lr : 0.1, epoch_time : 6.07121391693751, train_loss : 1.064426064491272, train_acc(top1) : 70.53600311279297, test_loss : 1.1346596298217773, test_acc(top1) : 60.209999084472656, 
Epoch : 54, lr : 0.1, epoch_time : 6.0544701019922895, train_loss : 0.7452095746994019, train_acc(top1) : 70.4520034790039, test_loss : 1.1548727279663087, test_acc(top1) : 59.97999954223633, 
Epoch : 55, lr : 0.1, epoch_time : 6.068231189250946, train_loss : 0.7808390855789185, train_acc(top1) : 70.89399719238281, test_loss : 1.1967644271850586, test_acc(top1) : 59.959999084472656, 
Epoch : 56, lr : 0.05, epoch_time : 6.071656223138174, train_loss : 0.654257595539093, train_acc(top1) : 77.18000030517578, test_loss : 0.7839788558959961, test_acc(top1) : 73.05999755859375, 
Epoch : 57, lr : 0.05, epoch_time : 6.075809951623281, train_loss : 0.6629137992858887, train_acc(top1) : 77.88400268554688, test_loss : 0.7002155395507812, test_acc(top1) : 75.9000015258789, 
Epoch : 58, lr : 0.05, epoch_time : 6.071791283289591, train_loss : 0.7342931628227234, train_acc(top1) : 78.37200164794922, test_loss : 0.6799379413604736, test_acc(top1) : 75.91000366210938, 
Epoch : 59, lr : 0.05, epoch_time : 6.073442121346791, train_loss : 0.7076423168182373, train_acc(top1) : 78.36399841308594, test_loss : 0.7764279544830323, test_acc(top1) : 72.80999755859375, 
Epoch : 60, lr : 0.05, epoch_time : 6.071824069817861, train_loss : 0.5138974785804749, train_acc(top1) : 78.447998046875, test_loss : 0.7910638145446778, test_acc(top1) : 73.19999694824219, 
Epoch : 61, lr : 0.05, epoch_time : 6.067930285135905, train_loss : 0.6585729718208313, train_acc(top1) : 78.42400360107422, test_loss : 0.7955666156768799, test_acc(top1) : 73.69999694824219, 
Epoch : 62, lr : 0.05, epoch_time : 6.051087478796641, train_loss : 0.5982418656349182, train_acc(top1) : 78.51200103759766, test_loss : 0.8148453048706055, test_acc(top1) : 72.30999755859375, 
Epoch : 63, lr : 0.05, epoch_time : 6.0441583077112835, train_loss : 0.43698909878730774, train_acc(top1) : 78.89600372314453, test_loss : 0.7075378589630127, test_acc(top1) : 75.5, 
Epoch : 64, lr : 0.05, epoch_time : 6.061684962113699, train_loss : 0.8040191531181335, train_acc(top1) : 78.78800201416016, test_loss : 1.31349181060791, test_acc(top1) : 61.709999084472656, 
Epoch : 65, lr : 0.05, epoch_time : 6.061228251457214, train_loss : 0.6019830703735352, train_acc(top1) : 79.0260009765625, test_loss : 1.0405600418090821, test_acc(top1) : 64.4800033569336, 
Epoch : 66, lr : 0.05, epoch_time : 6.020592459042867, train_loss : 0.5932664275169373, train_acc(top1) : 79.18599700927734, test_loss : 0.948466068649292, test_acc(top1) : 67.81999969482422, 
Epoch : 67, lr : 0.025, epoch_time : 6.046071255207062, train_loss : 0.4925944209098816, train_acc(top1) : 83.36000061035156, test_loss : 0.5829001056671143, test_acc(top1) : 80.23999786376953, 
Epoch : 68, lr : 0.025, epoch_time : 6.05420812368393, train_loss : 0.5632227063179016, train_acc(top1) : 83.92400360107422, test_loss : 0.5774285781860351, test_acc(top1) : 80.69999694824219, 
Epoch : 69, lr : 0.025, epoch_time : 6.065885698795318, train_loss : 0.3533705472946167, train_acc(top1) : 83.9219970703125, test_loss : 0.706064712524414, test_acc(top1) : 75.51000213623047, 
Epoch : 70, lr : 0.025, epoch_time : 6.072958640257517, train_loss : 0.4307589828968048, train_acc(top1) : 84.14800262451172, test_loss : 0.5417695835113525, test_acc(top1) : 81.30999755859375, 
Epoch : 71, lr : 0.025, epoch_time : 6.050552686055501, train_loss : 0.44938865303993225, train_acc(top1) : 84.05400085449219, test_loss : 0.5590220628738404, test_acc(top1) : 80.76000213623047, 
Epoch : 72, lr : 0.025, epoch_time : 6.083232943216959, train_loss : 0.596062183380127, train_acc(top1) : 84.19599914550781, test_loss : 0.6943063671112061, test_acc(top1) : 75.69999694824219, 
Epoch : 73, lr : 0.025, epoch_time : 6.055366627375284, train_loss : 0.48186415433883667, train_acc(top1) : 84.48400115966797, test_loss : 0.5421228466033936, test_acc(top1) : 81.0999984741211, 
Epoch : 74, lr : 0.025, epoch_time : 6.072623682022095, train_loss : 0.34934860467910767, train_acc(top1) : 84.19599914550781, test_loss : 0.5738175170898437, test_acc(top1) : 80.20999908447266, 
Epoch : 75, lr : 0.025, epoch_time : 6.07115939060847, train_loss : 0.506863534450531, train_acc(top1) : 84.38999938964844, test_loss : 0.6217636020660401, test_acc(top1) : 78.87999725341797, 
Epoch : 76, lr : 0.025, epoch_time : 6.056107827027639, train_loss : 0.41470885276794434, train_acc(top1) : 84.38800048828125, test_loss : 0.5839466388702392, test_acc(top1) : 79.97000122070312, 
Epoch : 77, lr : 0.025, epoch_time : 6.074867077668508, train_loss : 0.5145456194877625, train_acc(top1) : 84.3740005493164, test_loss : 0.592333931350708, test_acc(top1) : 79.62999725341797, 
Epoch : 78, lr : 0.025, epoch_time : 6.049818058808644, train_loss : 0.6189793348312378, train_acc(top1) : 84.39600372314453, test_loss : 0.6035833618164063, test_acc(top1) : 79.79000091552734, 
Epoch : 79, lr : 0.0125, epoch_time : 6.059253867467245, train_loss : 0.3816699683666229, train_acc(top1) : 87.66600036621094, test_loss : 0.46300128021240233, test_acc(top1) : 84.05999755859375, 
Epoch : 80, lr : 0.0125, epoch_time : 6.0616518497467045, train_loss : 0.3336726129055023, train_acc(top1) : 88.41000366210938, test_loss : 0.47123996391296386, test_acc(top1) : 83.98999786376953, 
Epoch : 81, lr : 0.0125, epoch_time : 6.058615811665853, train_loss : 0.4693153500556946, train_acc(top1) : 88.31600189208984, test_loss : 0.4542961278915405, test_acc(top1) : 84.72000122070312, 
Epoch : 82, lr : 0.0125, epoch_time : 6.090529024600983, train_loss : 0.3134342432022095, train_acc(top1) : 88.18199920654297, test_loss : 0.49671656589508056, test_acc(top1) : 83.2300033569336, 
Epoch : 83, lr : 0.0125, epoch_time : 6.064609177907308, train_loss : 0.3589317202568054, train_acc(top1) : 88.51000213623047, test_loss : 0.428681392288208, test_acc(top1) : 85.54000091552734, 
Epoch : 84, lr : 0.0125, epoch_time : 6.0302205642064415, train_loss : 0.38813477754592896, train_acc(top1) : 88.33999633789062, test_loss : 0.46814846153259276, test_acc(top1) : 84.4800033569336, 
Epoch : 85, lr : 0.0125, epoch_time : 6.0428686261177065, train_loss : 0.2762453854084015, train_acc(top1) : 88.56600189208984, test_loss : 0.4856157793045044, test_acc(top1) : 83.61000061035156, 
Epoch : 86, lr : 0.0125, epoch_time : 6.060671317577362, train_loss : 0.3387136459350586, train_acc(top1) : 88.37200164794922, test_loss : 0.4438987838745117, test_acc(top1) : 85.05999755859375, 
Epoch : 87, lr : 0.0125, epoch_time : 6.029318141937256, train_loss : 0.4415266513824463, train_acc(top1) : 88.46800231933594, test_loss : 0.4873707708358765, test_acc(top1) : 83.9800033569336, 
Epoch : 88, lr : 0.0125, epoch_time : 6.060129714012146, train_loss : 0.3631262481212616, train_acc(top1) : 88.19000244140625, test_loss : 0.4664373062133789, test_acc(top1) : 84.95999908447266, 
Epoch : 89, lr : 0.0125, epoch_time : 6.061849280198415, train_loss : 0.3427186906337738, train_acc(top1) : 88.47200012207031, test_loss : 0.4651478380203247, test_acc(top1) : 84.16000366210938, 
Epoch : 90, lr : 0.0125, epoch_time : 6.078383223215739, train_loss : 0.26566019654273987, train_acc(top1) : 88.75800323486328, test_loss : 0.4967694673538208, test_acc(top1) : 82.94000244140625, 
Epoch : 91, lr : 0.0125, epoch_time : 6.073980458577474, train_loss : 0.3516062796115875, train_acc(top1) : 88.46199798583984, test_loss : 0.4825630277633667, test_acc(top1) : 84.25, 
Epoch : 92, lr : 0.00625, epoch_time : 6.0701754530270895, train_loss : 0.18711553514003754, train_acc(top1) : 91.15399932861328, test_loss : 0.4025424612045288, test_acc(top1) : 86.77999877929688, 
Epoch : 93, lr : 0.00625, epoch_time : 6.024426273504893, train_loss : 0.3405175507068634, train_acc(top1) : 91.76399993896484, test_loss : 0.4092096736907959, test_acc(top1) : 86.66000366210938, 
Epoch : 94, lr : 0.00625, epoch_time : 6.041598331928253, train_loss : 0.2550891637802124, train_acc(top1) : 91.68199920654297, test_loss : 0.44996888217926023, test_acc(top1) : 85.5199966430664, 
Epoch : 95, lr : 0.00625, epoch_time : 6.071780121326446, train_loss : 0.24949631094932556, train_acc(top1) : 91.91200256347656, test_loss : 0.4382893907546997, test_acc(top1) : 85.80999755859375, 
Epoch : 96, lr : 0.00625, epoch_time : 6.060226674874624, train_loss : 0.31957492232322693, train_acc(top1) : 91.88999938964844, test_loss : 0.43698682136535644, test_acc(top1) : 86.22000122070312, 
Epoch : 97, lr : 0.00625, epoch_time : 6.041665136814117, train_loss : 0.3181234300136566, train_acc(top1) : 91.98799896240234, test_loss : 0.4030768579483032, test_acc(top1) : 86.95999908447266, 
Epoch : 98, lr : 0.00625, epoch_time : 6.041064874331156, train_loss : 0.34100455045700073, train_acc(top1) : 92.06999969482422, test_loss : 0.40831519470214844, test_acc(top1) : 86.62000274658203, 
Epoch : 99, lr : 0.00625, epoch_time : 6.056468904018402, train_loss : 0.27413564920425415, train_acc(top1) : 92.05999755859375, test_loss : 0.4418072120666504, test_acc(top1) : 85.86000061035156, 
Epoch : 100, lr : 0.00625, epoch_time : 6.046193317572276, train_loss : 0.3574249744415283, train_acc(top1) : 91.91600036621094, test_loss : 0.43396164531707765, test_acc(top1) : 85.94000244140625, 
Epoch : 101, lr : 0.003125, epoch_time : 6.0611020962397255, train_loss : 0.17177602648735046, train_acc(top1) : 93.76200103759766, test_loss : 0.40182104482650755, test_acc(top1) : 87.26000213623047, 
Epoch : 102, lr : 0.003125, epoch_time : 6.07115029891332, train_loss : 0.07529324293136597, train_acc(top1) : 94.2979965209961, test_loss : 0.40645314750671385, test_acc(top1) : 87.12999725341797, 
Epoch : 103, lr : 0.003125, epoch_time : 6.073206901550293, train_loss : 0.12255791574716568, train_acc(top1) : 94.39600372314453, test_loss : 0.40331111965179445, test_acc(top1) : 87.11000061035156, 
Epoch : 104, lr : 0.003125, epoch_time : 6.033922370274862, train_loss : 0.194141685962677, train_acc(top1) : 94.41400146484375, test_loss : 0.40997363605499265, test_acc(top1) : 87.08000183105469, 
Epoch : 105, lr : 0.003125, epoch_time : 6.035739020506541, train_loss : 0.17354990541934967, train_acc(top1) : 94.5, test_loss : 0.41476379108428957, test_acc(top1) : 87.0999984741211, 
Epoch : 106, lr : 0.003125, epoch_time : 6.066015338897705, train_loss : 0.3076159656047821, train_acc(top1) : 94.66799926757812, test_loss : 0.4330142385482788, test_acc(top1) : 86.69000244140625, 
Epoch : 107, lr : 0.003125, epoch_time : 6.072493159770966, train_loss : 0.14926289021968842, train_acc(top1) : 94.46199798583984, test_loss : 0.41322439727783206, test_acc(top1) : 87.29000091552734, 
Epoch : 108, lr : 0.003125, epoch_time : 6.054657900333405, train_loss : 0.14884717762470245, train_acc(top1) : 94.68000030517578, test_loss : 0.42702772979736325, test_acc(top1) : 86.8499984741211, 
Epoch : 109, lr : 0.003125, epoch_time : 6.0551461180051165, train_loss : 0.20857958495616913, train_acc(top1) : 94.69599914550781, test_loss : 0.43056251564025877, test_acc(top1) : 86.61000061035156, 
Epoch : 110, lr : 0.0015625, epoch_time : 6.04419322013855, train_loss : 0.10323426127433777, train_acc(top1) : 95.91799926757812, test_loss : 0.4210276324272156, test_acc(top1) : 87.23999786376953, 
Epoch : 111, lr : 0.0015625, epoch_time : 6.058499872684479, train_loss : 0.056145504117012024, train_acc(top1) : 96.17400360107422, test_loss : 0.4297475700378418, test_acc(top1) : 87.06999969482422, 
Epoch : 112, lr : 0.0015625, epoch_time : 6.069807891050974, train_loss : 0.07012153416872025, train_acc(top1) : 96.33599853515625, test_loss : 0.4228942251205444, test_acc(top1) : 87.05000305175781, 
Epoch : 113, lr : 0.0015625, epoch_time : 6.0518212676048275, train_loss : 0.1413906067609787, train_acc(top1) : 96.33399963378906, test_loss : 0.4361492227554321, test_acc(top1) : 87.20999908447266, 
Epoch : 114, lr : 0.0015625, epoch_time : 6.055091341336568, train_loss : 0.09024171531200409, train_acc(top1) : 96.3239974975586, test_loss : 0.433686615562439, test_acc(top1) : 87.26000213623047, 
Epoch : 115, lr : 0.0015625, epoch_time : 6.033112049102783, train_loss : 0.20515859127044678, train_acc(top1) : 96.46199798583984, test_loss : 0.4487411785125732, test_acc(top1) : 86.75, 
Epoch : 116, lr : 0.0015625, epoch_time : 6.035243833065033, train_loss : 0.10429763793945312, train_acc(top1) : 96.44999694824219, test_loss : 0.45823500022888186, test_acc(top1) : 86.80000305175781, 
Epoch : 117, lr : 0.0015625, epoch_time : 6.052440555890401, train_loss : 0.13958214223384857, train_acc(top1) : 96.62799835205078, test_loss : 0.43343906593322756, test_acc(top1) : 87.33000183105469, 
Epoch : 118, lr : 0.00078125, epoch_time : 6.036617386341095, train_loss : 0.19557133316993713, train_acc(top1) : 97.19599914550781, test_loss : 0.44450976028442385, test_acc(top1) : 87.47000122070312, 
Epoch : 119, lr : 0.00078125, epoch_time : 6.0651126543680824, train_loss : 0.08644314855337143, train_acc(top1) : 97.30000305175781, test_loss : 0.44298931159973143, test_acc(top1) : 87.44000244140625, 
Epoch : 120, lr : 0.00078125, epoch_time : 6.0692619442939755, train_loss : 0.04646386578679085, train_acc(top1) : 97.40399932861328, test_loss : 0.4513379502296448, test_acc(top1) : 87.22000122070312, 
Epoch : 121, lr : 0.00078125, epoch_time : 6.059186808268229, train_loss : 0.1287015676498413, train_acc(top1) : 97.26399993896484, test_loss : 0.4534011486053467, test_acc(top1) : 87.37999725341797, 
Epoch : 122, lr : 0.00078125, epoch_time : 6.058736113707225, train_loss : 0.05619070678949356, train_acc(top1) : 97.46199798583984, test_loss : 0.4486409675598145, test_acc(top1) : 87.56999969482422, 
Epoch : 123, lr : 0.00078125, epoch_time : 6.05069127480189, train_loss : 0.05989259108901024, train_acc(top1) : 97.46399688720703, test_loss : 0.44945027513504027, test_acc(top1) : 87.5199966430664, 
Epoch : 124, lr : 0.00078125, epoch_time : 6.035419686635335, train_loss : 0.07699479907751083, train_acc(top1) : 97.40599822998047, test_loss : 0.4531302900314331, test_acc(top1) : 87.36000061035156, 
Epoch : 125, lr : 0.00078125, epoch_time : 6.037174801031749, train_loss : 0.06712624430656433, train_acc(top1) : 97.56400299072266, test_loss : 0.45263492794036864, test_acc(top1) : 87.63999938964844, 
Epoch : 126, lr : 0.000390625, epoch_time : 6.042829914887746, train_loss : 0.1396777629852295, train_acc(top1) : 97.84200286865234, test_loss : 0.4578389024734497, test_acc(top1) : 87.4800033569336, 
Epoch : 127, lr : 0.000390625, epoch_time : 6.06339571873347, train_loss : 0.07652737945318222, train_acc(top1) : 97.86199951171875, test_loss : 0.4540524305343628, test_acc(top1) : 87.55999755859375, 
Epoch : 128, lr : 0.000390625, epoch_time : 6.049351930618286, train_loss : 0.02009318768978119, train_acc(top1) : 97.9260025024414, test_loss : 0.4583697370529175, test_acc(top1) : 87.41000366210938, 
Epoch : 129, lr : 0.000390625, epoch_time : 6.038684411843618, train_loss : 0.04904681816697121, train_acc(top1) : 97.97599792480469, test_loss : 0.45499758167266846, test_acc(top1) : 87.62999725341797, 
Epoch : 130, lr : 0.000390625, epoch_time : 6.001495492458344, train_loss : 0.048258792608976364, train_acc(top1) : 97.94200134277344, test_loss : 0.4603900825500488, test_acc(top1) : 87.43000030517578, 
Epoch : 131, lr : 0.000390625, epoch_time : 6.04342858393987, train_loss : 0.04177917540073395, train_acc(top1) : 97.94400024414062, test_loss : 0.4680890125274658, test_acc(top1) : 87.36000061035156, 
Epoch : 132, lr : 0.000390625, epoch_time : 5.987174161275228, train_loss : 0.05719279870390892, train_acc(top1) : 98.11399841308594, test_loss : 0.46299240589141843, test_acc(top1) : 87.51000213623047, 
Epoch : 133, lr : 0.000390625, epoch_time : 6.050753593444824, train_loss : 0.05142216756939888, train_acc(top1) : 98.03199768066406, test_loss : 0.4679606939315796, test_acc(top1) : 87.41999816894531, 
Epoch : 134, lr : 0.0001953125, epoch_time : 6.041255029042562, train_loss : 0.050745315849781036, train_acc(top1) : 98.23799896240234, test_loss : 0.46684965019226077, test_acc(top1) : 87.41000366210938, 
Epoch : 135, lr : 0.0001953125, epoch_time : 6.073527296384175, train_loss : 0.06755493581295013, train_acc(top1) : 98.12999725341797, test_loss : 0.46385856609344484, test_acc(top1) : 87.44000244140625, 
